id,time,y,median,piLower,piUpper,censored
67,62.5976,0.0141,0.0868452,0.000847117,0.400189,0
67,66.8627,0.0131,0.160474,0.00419879,0.604966,0
67,70.1461,0.0249,0.246332,0.013575,0.766467,0
67,71.6551,0.0284,0.29622,0.02052,0.823928,0
67,72.8357,0.0436,0.339258,0.0270724,0.867553,0
67,75.5687,0.0511,0.454363,0.0533253,0.937634,0
67,76.2611,0.0552,0.480144,0.0702813,0.950587,0
67,77.1365,0.0753,0.509403,0.0861783,0.962408,0
68,55.1871,0.045,0.0262932,0.000119239,0.23507,0
68,62.3241,0.0729,0.0775673,0.00183391,0.420552,0
68,70.6364,0.1898,0.265553,0.019873,0.779047,0
68,80.1478,0.393,0.617701,0.185297,0.982903,0
68,82.5233,0.4697,0.720633,0.258736,0.992284,0
68,83.0356,0.4841,0.743831,0.276516,0.993366,0
68,83.2002,0.4885,0.748477,0.282643,0.993615,0
69,71.9506,0.1696,0.324738,0.0278703,0.851747,0
69,72.395,0.1861,0.340808,0.03366,0.865236,0
69,80.2941,0.4105,0.642095,0.186132,0.987825,0
69,81.0977,0.4359,0.678774,0.213537,0.991269,0
69,83.9012,0.5371,0.77011,0.298152,0.995867,0
70,54.613,0.0429,0.0217905,9.18725e-05,0.184151,0
70,54.7444,0.0293,0.0222796,9.54873e-05,0.187202,0
70,64.7363,0.1036,0.124195,0.00332932,0.458869,0
70,64.7983,0.1125,0.12536,0.00340166,0.460554,0
70,69.2956,0.1675,0.240024,0.0131117,0.687981,0
70,70.8809,0.1851,0.288434,0.0221906,0.765368,0
70,73.8543,0.2568,0.401055,0.0540373,0.882785,0
70,85.4258,0.5151,0.805142,0.386131,0.996301,0
71,55.2997,0.0667,0.0198674,5.76746e-05,0.201846,0
71,56.8904,0.0803,0.0261115,0.000103666,0.242936,0
71,69.7804,0.1913,0.226519,0.0108055,0.73457,0
71,70.566,0.1929,0.243105,0.0135878,0.771528,0
71,74.6955,0.2387,0.399935,0.0358076,0.910423,0
71,78.37,0.3044,0.540385,0.0897292,0.967584,0
71,78.8755,0.3055,0.558071,0.100947,0.971379,0
72,59.6152,0.1632,0.0548829,0.000438759,0.301589,0
72,62.4362,0.2154,0.0828955,0.00122539,0.375932,0
72,66.1669,0.2327,0.15705,0.00448196,0.538458,0
72,67.4235,0.2638,0.184297,0.00626014,0.59765,0
72,68.9966,0.2789,0.229264,0.00930117,0.676349,0
72,77.1256,0.459,0.50911,0.0895985,0.944978,0
72,77.4079,0.4623,0.520609,0.093569,0.949291,0
73,53.3052,0.0135,0.0156266,1.65109e-05,0.170339,0
73,56.3585,0.0125,0.0265167,5.35492e-05,0.208238,0
73,64.6498,0.1232,0.0973508,0.00113052,0.434238,0
73,73.1266,0.4343,0.320371,0.0176893,0.835531,0
73,80.1111,0.7415,0.594307,0.103966,0.977266,0
74,60.0699,-0.009,0.0578799,0.000659004,0.339019,0
74,71.751,0.1248,0.311362,0.039938,0.799984,0
74,72.4951,0.1707,0.339266,0.048332,0.826878,0
74,73.2882,0.1711,0.371253,0.0609227,0.857339,0
74,75.2066,0.2551,0.445667,0.095912,0.911218,0
74,76.0901,0.2998,0.480208,0.119325,0.929985,0
74,76.3314,0.3083,0.489046,0.125693,0.933767,0
74,79.7468,0.4795,0.63469,0.206645,0.976903,0
75,62.9223,0.1285,0.0895158,0.00112414,0.420857,0
75,66.5126,0.2087,0.150548,0.00361383,0.591264,0
75,68.0042,0.227,0.180336,0.00581333,0.656114,0
75,69.2691,0.2502,0.215129,0.00843646,0.723686,0
75,70.0402,0.2722,0.241477,0.0109443,0.747879,0
75,73.584,0.319,0.360231,0.0340041,0.869699,0
75,77.3668,0.3956,0.508064,0.0744284,0.953909,0
75,78.6447,0.4379,0.558552,0.0966656,0.970246,0
76,57.0807,0.0178,0.0295391,6.64811e-05,0.264798,0
76,57.8997,0.0152,0.0348281,9.15671e-05,0.290624,0
76,62.1306,0.0354,0.0719215,0.000482005,0.441805,0
76,65.2692,0.0601,0.126074,0.0018606,0.583738,0
76,68.2387,0.1322,0.197141,0.00594463,0.72684,0
76,69.5644,0.1384,0.23345,0.00979215,0.782669,0
76,69.8271,0.154,0.241594,0.0109077,0.791939,0
77,54.3514,0.0467,0.0262579,1.59938e-05,0.201552,0
77,57.261,0.1031,0.0436833,5.95992e-05,0.262481,0
77,57.3883,0.1081,0.0449497,6.29745e-05,0.264994,0
77,60.5568,0.1926,0.0736271,0.000313785,0.323464,0
77,74.5995,0.8614,0.426773,0.0469362,0.888884,0
77,81.7115,0.9724,0.692522,0.247816,0.987417,0
77,84.7329,0.9904,0.792001,0.364609,0.995392,0
77,86.6474,0.996,0.841728,0.449178,0.997641,0
78,59.1385,0.0225,0.0519625,0.00030841,0.323493,0
78,64.3992,-0.0094,0.121138,0.00190681,0.621051,0
78,67.491,0.0428,0.184018,0.0052314,0.786093,0
78,68.7084,0.0533,0.212696,0.00761304,0.816094,0
78,72.2383,0.1102,0.312462,0.0187526,0.917816,0
78,80.499,0.6561,0.623553,0.163025,0.991042,0
79,62.1247,0.1637,0.0763791,0.000673988,0.394864,0
79,64.167,0.2242,0.107036,0.0012483,0.488551,0
79,67.2618,0.2572,0.174461,0.00348521,0.638144,0
79,67.5349,0.2639,0.180373,0.00375584,0.651644,0
79,76.3506,0.5015,0.472351,0.0457413,0.953414,0
79,76.5076,0.5128,0.475731,0.0477829,0.955907,0
79,76.7186,0.5313,0.482723,0.0515793,0.959014,0
79,77.1787,0.54,0.495245,0.0592914,0.963745,0
79,78.0656,0.5766,0.539692,0.0745651,0.972216,0
80,65.0653,0.0115,0.128503,0.000872771,0.556961,0
80,67.7128,0.0089,0.181879,0.00201535,0.65537,0
80,73.4974,0.0181,0.378574,0.0157779,0.900888,0
80,73.8077,0.0237,0.387884,0.0175353,0.911069,0
80,74.5005,0.0152,0.415444,0.0236582,0.924162,0
81,66.4679,0.3585,0.157959,0.0021894,0.544103,0
81,69.1875,0.4257,0.218329,0.00600021,0.662778,0
81,70.0074,0.4602,0.238283,0.00843596,0.704712,0
81,73.3684,0.5607,0.355282,0.0255849,0.860415,0
81,74.1927,0.5722,0.388401,0.0336116,0.892031,0
81,74.4679,0.5993,0.3961,0.0379103,0.903307,0
82,59.3756,0.0733,0.0525002,0.000399432,0.301639,0
82,70.5676,0.2508,0.273231,0.0152366,0.793126,0
82,73.3002,0.3371,0.368624,0.0320674,0.882519,0
82,74.1465,0.3744,0.398499,0.0373624,0.901459,0
82,78.2907,0.4976,0.539368,0.0856118,0.965525,0
83,63.762,0.1403,0.119052,0.00200075,0.511755,0
83,63.8683,0.1302,0.120812,0.00210038,0.515212,0
83,64.6242,0.1244,0.135488,0.0026856,0.549507,0
83,66.6486,0.1809,0.178619,0.00460818,0.663885,0
83,66.7137,0.1788,0.180156,0.00473736,0.668654,0
83,68.1517,0.2181,0.217618,0.00841618,0.72147,0
83,68.2283,0.2199,0.220244,0.00857119,0.724978,0
84,68.2735,0.3809,0.19953,0.00601496,0.656649,0
84,69.6277,0.4293,0.238017,0.00855206,0.698402,0
84,73.9134,0.5513,0.376216,0.0314166,0.877225,0
84,74.4572,0.5841,0.392777,0.0388113,0.893693,0
84,75.0958,0.5887,0.416238,0.0467675,0.912413,0
85,68.249,0.2542,0.198816,0.00670929,0.681568,0
85,68.3624,0.2417,0.201328,0.00701925,0.688065,0
85,70.1051,0.2572,0.256069,0.0128078,0.783187,0
85,70.7464,0.2758,0.276504,0.0145106,0.826884,0
85,72.7204,0.2887,0.351268,0.0246813,0.909992,0
85,74.0939,0.3227,0.399174,0.0360763,0.935664,0
85,74.2886,0.3267,0.40594,0.038451,0.938574,0
86,60.4288,0.0132,0.0541922,0.000354956,0.304259,0
86,69.308,0.1098,0.220451,0.00795656,0.663307,0
86,69.987,0.1158,0.240803,0.0104332,0.696718,0
86,78.6879,0.4958,0.546744,0.0986877,0.97751,0
86,79.8773,0.5762,0.593788,0.131132,0.984962,0
86,80.8905,0.6494,0.635007,0.16111,0.990283,0
86,83.1697,0.7529,0.723119,0.244411,0.995371,0
86,88.046,0.9121,0.869768,0.441174,0.999256,0
87,57.0396,0.0544,0.0282682,0.000229522,0.256281,0
87,61.0855,0.1544,0.057004,0.0008503,0.364917,0
87,62.7798,0.2669,0.0748208,0.00169568,0.420315,0
87,66.3671,0.5287,0.141784,0.00474747,0.586462,0
87,78.0015,0.9917,0.524144,0.0987985,0.954764,0
88,50.9825,0.0141,0.0105655,4.23183e-06,0.131812,0
88,55.3365,0.0226,0.0243367,2.51692e-05,0.187848,0
88,57.7878,0.0372,0.037908,7.41871e-05,0.242753,0
88,59.3644,0.0621,0.0506482,0.00014319,0.286402,0
88,76.107,0.537,0.454353,0.040238,0.929311,0
88,81.6049,0.725,0.673251,0.148582,0.986332,0
89,50.4282,0.1068,0.0132407,1.91201e-05,0.152851,0
89,52.0972,0.1219,0.0174116,3.22097e-05,0.173807,0
89,53.86,0.1564,0.023364,6.22906e-05,0.197819,0
89,55.4359,0.2058,0.0303571,0.00011749,0.218001,0
89,62.8967,0.4665,0.105025,0.00247722,0.43972,0
89,65.9231,0.5965,0.163325,0.0062918,0.599693,0
89,67.7012,0.6737,0.203748,0.00957676,0.666292,0
89,72.8048,0.8333,0.372466,0.0404919,0.866399,0
89,78.1761,0.919,0.558216,0.132747,0.967244,0
90,70.3311,0.0455,0.233404,0.0124911,0.772864,0
90,72.4017,0.0851,0.302807,0.023403,0.849802,0
90,73.4041,0.1062,0.341185,0.0318921,0.876217,0
90,76.2138,0.1871,0.444496,0.0774579,0.937317,0
90,79.4944,0.3592,0.591651,0.171876,0.970763,0
91,66.6782,0.0528,0.151893,0.00221615,0.553009,0
91,66.8463,0.0487,0.155387,0.00236508,0.566015,0
91,67.4051,0.0399,0.165254,0.00272672,0.599785,0
91,67.8516,0.061,0.177957,0.00306771,0.627929,0
91,69.1745,0.0776,0.211041,0.00477677,0.705808,0
91,70.0762,0.0909,0.240108,0.00614987,0.736845,0
91,72.4123,0.1139,0.320031,0.0148214,0.83564,0
92,61.0425,0.2589,0.0618221,0.000584054,0.378696,0
92,61.356,0.2558,0.0647676,0.000647028,0.391039,0
92,64.0305,0.32,0.0975694,0.0018148,0.498117,0
92,65.7357,0.3321,0.123917,0.00315094,0.553193,0
92,68.0491,0.4165,0.172111,0.00662968,0.669427,0
92,70.8736,0.4969,0.247096,0.0191995,0.805872,0
92,79.419,0.726,0.563738,0.127206,0.977434,0
93,65.1364,0.413,0.115766,0.00338151,0.490622,0
93,70.0286,0.6172,0.244246,0.0145834,0.701691,0
93,70.7699,0.6318,0.267605,0.0171545,0.740872,0
93,73.6406,0.7418,0.378084,0.0358535,0.8456,0
93,78.4651,0.8542,0.565679,0.114051,0.952187,0
93,85.1471,0.9297,0.807154,0.356674,0.991945,0
93,88.8287,0.9678,0.8917,0.496525,0.997908,0
94,54.3231,0.0141,0.0223859,5.83394e-05,0.216795,0
94,56.6063,0.0006,0.0326653,0.000120503,0.258452,0
94,58.1965,0.002,0.0423121,0.00018917,0.292787,0
94,63.2858,0.039,0.093076,0.000912566,0.471304,0
94,64.8918,0.0168,0.121122,0.00142584,0.536556,0
94,81.2669,0.3611,0.664214,0.177998,0.983621,0
94,82.3291,0.4025,0.70682,0.216544,0.987447,0
94,85.3757,0.5532,0.794509,0.340097,0.995736,0
95,64.127,0.2797,0.118013,0.00260346,0.432939,0
95,65.0352,0.2864,0.135369,0.00368881,0.474747,0
95,66.5953,0.3737,0.168423,0.00685081,0.564287,0
95,70.61,0.5195,0.293622,0.0251213,0.783252,0
95,72.004,0.5796,0.345372,0.0349657,0.836479,0
95,73.8156,0.6247,0.405106,0.0563832,0.893908,0
95,74.268,0.6632,0.420144,0.0613714,0.905894,0
95,74.7907,0.6722,0.435932,0.0676473,0.923319,0
95,75.5149,0.7153,0.465647,0.0773285,0.937171,0
96,53.258,0.0191,0.0215503,2.99332e-05,0.169315,0
96,54.3901,0.0328,0.0256425,4.90816e-05,0.185873,0
96,54.8662,0.0246,0.0278111,5.88017e-05,0.1923,0
96,57.7405,0.0446,0.0448593,0.000198807,0.244621,0
96,74.7806,0.698,0.429806,0.0576112,0.922418,0
96,79.2223,0.852,0.611279,0.164238,0.982079,0
97,57.232,0.0383,0.0278665,0.000112236,0.262958,0
97,65.0919,0.1067,0.109522,0.00170671,0.518704,0
97,73.2175,0.3292,0.336895,0.0244113,0.852721,0
97,74.9594,0.4136,0.399049,0.040767,0.903425,0
97,80.7698,0.6732,0.625777,0.1477,0.985398,0
98,65.2722,0.4366,0.123756,0.00281142,0.514473,0
98,65.717,0.4552,0.132349,0.00345068,0.528749,0
98,66.1823,0.4981,0.139322,0.00427717,0.546054,0
98,68.2462,0.6387,0.196849,0.00898415,0.654155,0
98,68.3246,0.6515,0.198233,0.0091814,0.659235,0
98,69.3261,0.7027,0.22742,0.0121753,0.70151,0
98,70.2002,0.7427,0.252743,0.0156874,0.729386,0
98,71.1235,0.7807,0.278979,0.0197191,0.760778,0
98,71.5091,0.8081,0.291125,0.0211012,0.77976,0
99,58.4472,0.0171,0.0420289,0.000325635,0.268052,0
99,60.3798,0.0249,0.058341,0.000626789,0.332175,0
99,66.0381,0.0722,0.140866,0.00317702,0.536491,0
99,66.9967,0.072,0.162332,0.0040576,0.573746,0
99,69.1589,0.0842,0.217405,0.00778771,0.672453,0
99,76.8059,0.2729,0.490302,0.0669684,0.947709,0
100,59.6935,0.0387,0.0471722,0.000452415,0.307872,0
100,64.2481,0.137,0.0986206,0.00189733,0.473787,0
100,68.1854,0.2859,0.191984,0.00800269,0.636573,0
100,72.0108,0.522,0.312169,0.0270521,0.784256,0
100,72.8096,0.5983,0.343583,0.0313896,0.820374,0
100,81.0812,0.9076,0.638319,0.20502,0.987348,0
101,53.5555,0.0065,0.020494,6.79215e-05,0.192444,0
101,59.2061,0.0105,0.0521352,0.000391307,0.341075,0
101,66.8298,0.2675,0.174197,0.00602242,0.659929,0
101,68.5448,0.3876,0.220378,0.0101638,0.740627,0
101,76.717,0.9047,0.504343,0.0879714,0.955446,0
101,88.8479,0.9871,0.888608,0.515825,0.998909,0
101,92.2564,0.9852,0.934733,0.626463,0.999573,0
102,54.478,-0.0057,0.0215544,5.92039e-05,0.223658,0
102,58.8994,0.0233,0.0466446,0.000390516,0.311829,0
102,61.0585,0.0188,0.0677075,0.000868287,0.377182,0
102,61.9687,0.0364,0.0804767,0.00123436,0.403151,0
102,65.7697,0.0719,0.152513,0.0042491,0.544549,0
102,69.2055,0.1023,0.246127,0.0119542,0.722063,0
103,63.5369,0.0147,0.104038,0.00122822,0.437229,0
103,67.0497,0.0268,0.167949,0.00400293,0.60988,0
103,69.5976,0.0302,0.238673,0.00969183,0.744458,0
103,73.6855,0.0836,0.384648,0.0323245,0.892334,0
103,74.1208,0.0841,0.396076,0.0360707,0.90095,0
103,75.3372,0.1116,0.450314,0.0519292,0.927052,0
103,75.4933,0.1,0.456356,0.0539619,0.929909,0
103,76.4053,0.1381,0.484606,0.0663397,0.945322,0
103,76.6393,0.1285,0.494,0.0696174,0.948729,0
104,62.418,0.1244,0.0921673,0.00115954,0.45478,0
104,63.4568,0.1426,0.106842,0.00167989,0.499311,0
104,65.7545,0.2744,0.148005,0.00391072,0.606495,0
104,66.6693,0.3214,0.1693,0.00577788,0.648716,0
104,69.9425,0.5296,0.257142,0.0141067,0.785724,0
104,72.7928,0.7331,0.343859,0.0344788,0.875864,0
104,72.8108,0.7255,0.344929,0.0345881,0.876369,0
104,75.5912,0.8464,0.453271,0.0724893,0.939775,0
104,78.2766,0.9123,0.549245,0.12077,0.9774,0
105,59.035,0.0124,0.0564184,0.00020041,0.279469,0
105,60.8346,0.0064,0.0763408,0.000445527,0.330527,0
105,64.0768,0.0316,0.127616,0.00165817,0.442134,0
105,67.3353,0.0324,0.197328,0.00567792,0.601241,0
105,72.6675,0.0596,0.365302,0.0318482,0.841774,0
105,76.6095,0.1245,0.529031,0.0954595,0.944441,0
105,76.7452,0.1537,0.533481,0.0982421,0.946723,0
105,79.4263,0.2206,0.636259,0.165149,0.976767,0
106,66.2663,-0.0033,0.161938,0.00684999,0.567431,0
106,67.2119,0.0113,0.181374,0.00869203,0.607027,0
106,68.0217,0.0331,0.201917,0.0106994,0.652466,0
106,69.2646,0.0369,0.233606,0.0141416,0.70841,0
106,69.2745,0.0308,0.233789,0.0141699,0.709273,0
106,69.6716,0.046,0.243524,0.0154474,0.736707,0
106,70.252,0.0746,0.263441,0.0185895,0.762861,0
106,74.1362,0.425,0.381599,0.0462701,0.892472,0
107,65.0842,0.4314,0.131611,0.00164285,0.514762,0
107,68.9275,0.4917,0.216905,0.00535302,0.706363,0
107,70.6595,0.5444,0.275683,0.0098394,0.780267,0
107,70.7681,0.5474,0.279607,0.0101252,0.783663,0
107,74.436,0.6312,0.398306,0.0300577,0.891649,0
108,48.5417,0.0026,0.0104053,8.78336e-06,0.128503,0
108,50.2387,-0.0078,0.0137888,1.58572e-05,0.145777,0
108,61.6449,0.0346,0.078971,0.000730533,0.412363,0
108,61.8396,0.0421,0.0816345,0.000772596,0.418614,0
108,67.2592,0.2225,0.180143,0.00384391,0.606184,0
108,84.6962,0.9871,0.781509,0.285734,0.995993,0
108,86.506,1.0104,0.830423,0.358884,0.997985,0
108,89.1516,1.0076,0.887535,0.463381,0.999059,0
109,61.9963,0.1015,0.0651265,0.000607388,0.371808,0
109,66.4572,0.2399,0.141002,0.00302682,0.553872,0
109,69.1073,0.4282,0.210982,0.00649922,0.683784,0
109,80.145,0.9359,0.623933,0.132233,0.977499,0
109,83.4542,0.952,0.737793,0.238003,0.991753,0
110,65.068,0.3126,0.121179,0.00174341,0.521789,0
110,69.6283,0.4001,0.228604,0.00917345,0.754124,0
110,70.6061,0.4333,0.260037,0.0124579,0.806749,0
110,71.3299,0.4515,0.287875,0.0157375,0.853637,0
110,76.849,0.5575,0.49368,0.0596958,0.963794,0
111,54.9675,0.2137,0.0210779,6.41546e-05,0.194258,0
111,58.3944,0.3912,0.0386285,0.000209156,0.256703,0
111,60.2345,0.4718,0.0572639,0.000388699,0.322477,0
111,79.9552,0.9785,0.649138,0.135938,0.977228,0
111,86.4397,1.0196,0.846438,0.391136,0.996891,0
112,65.4168,0.211,0.112898,0.00154583,0.517092,0
112,67.1496,0.264,0.145106,0.0027883,0.605058,0
112,68.4896,0.2804,0.174636,0.004048,0.670497,0
112,69.7034,0.3324,0.204612,0.00669399,0.731579,0
112,72.1961,0.3807,0.276759,0.0171241,0.833095,0
112,73.9467,0.4264,0.340628,0.0282388,0.88342,0
112,74.0325,0.4111,0.34349,0.0289069,0.885312,0
112,75.1443,0.4501,0.383916,0.039484,0.910159,0
113,61.0278,0.0593,0.0694378,0.00117309,0.362209,0
113,67.9712,0.2559,0.197071,0.00857801,0.655321,0
113,70.143,0.3505,0.255787,0.0157903,0.750997,0
113,72.366,0.4878,0.328852,0.0272811,0.834943,0
113,74.2754,0.6036,0.39935,0.0457632,0.886578,0
113,78.0206,0.7828,0.544858,0.120921,0.954819,0
113,80.8195,0.8932,0.651413,0.194163,0.977408,0
114,63.2234,0.2443,0.101295,0.00269418,0.41136,0
114,64.1803,0.2394,0.117648,0.00370743,0.431646,0
114,64.5095,0.2602,0.126409,0.00421868,0.447035,0
114,70.9451,0.3713,0.294925,0.032259,0.773615,0
114,72.0648,0.3899,0.330394,0.0426545,0.804992,0
114,73.1412,0.3833,0.363441,0.0554426,0.843301,0
114,73.4937,0.399,0.378367,0.0598478,0.851945,0
114,74.2923,0.4318,0.406634,0.0704244,0.877776,0
115,61.1393,0.0951,0.0733925,0.000636536,0.377528,0
115,64.9631,0.1465,0.131761,0.00209672,0.510104,0
115,77.7311,0.5693,0.529477,0.110112,0.960974,0
115,78.4741,0.5962,0.554067,0.127234,0.967504,0
115,78.6877,0.6047,0.561484,0.132561,0.968935,0
116,61.6022,0.2431,0.0600516,0.000655001,0.342932,0
116,61.6587,0.2158,0.0605843,0.000668011,0.344593,0
116,66.4646,0.492,0.139608,0.00457434,0.573499,0
116,69.5158,0.6344,0.224841,0.0124616,0.718795,0
116,73.7906,0.8234,0.373872,0.0374291,0.869217,0
116,74.6498,0.8434,0.399912,0.0454939,0.894221,0
116,77.701,0.9177,0.508671,0.0974458,0.959797,0
117,57.1456,0.0032,0.0340746,0.00016651,0.226975,0
117,57.5374,0.0005,0.0361095,0.000184814,0.23272,0
117,61.7047,0.0155,0.0720103,0.000630066,0.360422,0
117,64.126,0.022,0.104879,0.00133794,0.447185,0
117,66.9002,0.0193,0.165302,0.00387935,0.549717,0
117,67.238,0.0278,0.173804,0.00433741,0.563929,0
117,67.8566,0.0103,0.189457,0.00526478,0.589656,0
117,68.5207,0.052,0.206355,0.00632328,0.624822,0
117,82.1722,0.3761,0.701912,0.214917,0.98624,0
118,65.5738,0.0931,0.127209,0.00176305,0.539785,0
118,68.0528,0.1028,0.18569,0.00480784,0.639578,0
118,68.0615,0.0994,0.185841,0.00482087,0.639942,0
118,70.8783,0.1343,0.268797,0.0113383,0.770333,0
118,74.6372,0.1542,0.388004,0.0390436,0.899973,0
119,65.5665,0.4618,0.154606,0.00430348,0.593145,0
119,68.7501,0.8322,0.236654,0.0118253,0.697303,0
119,70.9493,0.9259,0.309569,0.0221071,0.802358,0
119,71.6302,0.9624,0.330532,0.0275864,0.827526,0
119,74.362,0.9912,0.430818,0.0543818,0.911262,0
120,58.7089,-0.0016,0.0364789,0.000146434,0.302951,0
120,60.6727,0.0033,0.0529316,0.000326816,0.349229,0
120,62.5053,-0.0071,0.0719753,0.000619786,0.408567,0
120,65.6457,-0.0019,0.121578,0.0016988,0.538971,0
120,70.5312,0.0288,0.251195,0.0127993,0.781548,0
120,70.6693,0.0047,0.254658,0.013308,0.787329,0
120,70.8513,-0.0118,0.261676,0.0140089,0.794776,0
120,74.2122,0.0267,0.383722,0.0379675,0.898858,0
120,78.6081,0.0804,0.572061,0.123713,0.978408,0
121,60.589,0.1217,0.0566621,0.000500036,0.384217,0
121,63.8904,0.1608,0.105375,0.00149465,0.491686,0
121,64.9329,0.2102,0.125003,0.00211737,0.53083,0
121,71.3723,0.4567,0.293212,0.0202273,0.827526,0
121,71.9144,0.4767,0.315292,0.0228311,0.840785,0
122,64.2808,0.0263,0.111425,0.00185968,0.474027,0
122,72.8424,0.0499,0.33033,0.0252342,0.845121,0
122,73.8522,0.0927,0.366763,0.0351061,0.875182,0
122,77.795,0.1302,0.55512,0.0914803,0.948752,0
122,80.4698,0.217,0.654358,0.153972,0.976885,0
122,83.3395,0.2588,0.743222,0.264258,0.991447,0
123,49.6144,0.0029,0.00732109,6.70741e-06,0.124684,0
123,55.7714,-0.0074,0.0255623,5.83696e-05,0.204981,0
123,56.6791,-0.0026,0.0300903,8.0477e-05,0.224262,0
123,58.9151,0.003,0.0480808,0.000206134,0.260883,0
123,61.1812,-0.003,0.0663326,0.000462333,0.304621,0
123,65.3127,-0.0013,0.129478,0.00235336,0.499607,0
123,83.2528,0.1966,0.725829,0.294774,0.995206,0
123,86.2276,0.2857,0.808365,0.431533,0.998259,0
124,52.5157,0.0099,0.0139986,2.53393e-05,0.146728,0
124,59.4482,0.0074,0.048222,0.000301517,0.261389,0
124,71.3,0.0837,0.286899,0.017462,0.768842,0
124,75.6492,0.1545,0.449695,0.0528302,0.92031,0
124,83.5791,0.4303,0.748208,0.280212,0.993977,0
125,58.6608,0.0126,0.0379775,0.000141022,0.283848,0
125,61.5244,0.0135,0.0619749,0.00041338,0.356452,0
125,64.8419,0.0474,0.107602,0.00141123,0.479521,0
125,70.6413,0.1582,0.24691,0.0104452,0.745525,0
125,79.4172,0.5187,0.586538,0.107702,0.974975,0
126,64.8465,0.1714,0.104751,0.00164258,0.42942,0
126,65.025,0.1867,0.108024,0.00171647,0.441435,0
126,65.3184,0.1687,0.112646,0.00184527,0.454667,0
126,65.3478,0.1769,0.113252,0.0018587,0.45543,0
126,67.3399,0.199,0.160506,0.00330747,0.553586,0
126,70.2593,0.2595,0.234374,0.00971564,0.706784,0
126,73.147,0.2954,0.336331,0.027201,0.841809,0
126,78.6501,0.4099,0.544355,0.113816,0.966819,0
126,80.2732,0.4406,0.603191,0.166779,0.979764,0
127,64.8074,0.0832,0.121135,0.00325266,0.499163,0
127,65.9183,0.0785,0.143779,0.00502427,0.565362,0
127,66.4153,0.0948,0.153948,0.00545457,0.590213,0
127,68.7069,0.0973,0.214372,0.00973606,0.682322,0
127,68.78,0.0721,0.215773,0.00998335,0.684742,0
127,72.2593,0.1653,0.316534,0.027376,0.844846,0
127,72.492,0.1543,0.32385,0.0286741,0.850303,0
127,74.9577,0.1865,0.404191,0.0517796,0.925389,0
127,76.2788,0.215,0.467235,0.0697478,0.94788,0
128,67.5223,0.1566,0.172886,0.00611186,0.661933,0
128,68.5286,0.1667,0.199329,0.00851493,0.706217,0
128,79.2809,0.2475,0.588015,0.14694,0.974713,0
128,80.8087,0.2758,0.64958,0.196222,0.983016,0
128,85.1543,0.3015,0.797699,0.332094,0.996176,0
129,61.2065,-0.0053,0.0712739,0.000574116,0.375202,0
129,74.2365,0.0348,0.376999,0.0379503,0.905437,0
129,75.2465,0.0573,0.41814,0.0490912,0.936504,0
129,75.3411,0.0586,0.422065,0.0505206,0.938276,0
129,80.239,0.125,0.626405,0.15568,0.987178,0
129,84.2002,0.3255,0.755118,0.289001,0.995685,0
130,66.0735,0.084,0.14703,0.00289078,0.532938,0
130,66.8621,0.0854,0.164163,0.00426398,0.573169,0
130,69.2341,0.1085,0.22017,0.01103,0.698188,0
130,70.3375,0.1066,0.251267,0.015706,0.744884,0
130,71.6604,0.105,0.291428,0.0228379,0.80963,0
130,79.3105,0.2138,0.581287,0.128196,0.976261,0
130,85.9776,0.3325,0.817922,0.36705,0.997039,0
131,64.3213,0.4317,0.116032,0.00163203,0.463747,0
131,67.7984,0.6516,0.190679,0.00539831,0.635362,0
131,69.5369,0.7478,0.238172,0.00879354,0.722608,0
131,74.0522,0.907,0.406794,0.0403348,0.899423,0
131,76.4694,0.9587,0.504009,0.0728707,0.949078,0
132,54.6752,0.1004,0.0254939,9.02796e-05,0.186995,0
132,67.5139,0.2525,0.175429,0.00650098,0.614269,0
132,67.7248,0.2588,0.179641,0.0068048,0.629336,0
132,77.4007,0.4983,0.495599,0.0898486,0.958732,0
132,79.7257,0.5708,0.585116,0.147255,0.978192,0
133,59.4249,0.0232,0.0451104,0.000156949,0.307529,0
133,60.3126,0.0359,0.050882,0.000227031,0.338059,0
133,63.7701,0.0841,0.0882659,0.000961135,0.453424,0
133,72.223,0.3451,0.269399,0.0266217,0.799946,0
133,73.7445,0.4183,0.330325,0.0424814,0.857243,0
133,80.1381,0.7621,0.609514,0.193034,0.972368,0
133,80.6375,0.7878,0.629565,0.205327,0.975322,0
133,84.4971,0.9066,0.767848,0.33497,0.993408,0
133,86.0697,0.9282,0.811421,0.386395,0.995395,0
134,65.1369,0.0112,0.142678,0.00593739,0.500662,0
134,68.3048,0.0516,0.214449,0.012581,0.646002,0
134,68.3615,0.055,0.215934,0.0127936,0.651493,0
134,68.5432,0.0533,0.219685,0.0134436,0.66876,0
134,68.6594,0.0666,0.22444,0.0138099,0.679522,0
134,71.6455,0.131,0.322517,0.0395894,0.802628,0
134,72.0343,0.1217,0.333609,0.042527,0.815161,0
135,61.0589,0.0998,0.0728474,0.000827576,0.344612,0
135,61.5895,0.1161,0.0781218,0.000999278,0.363389,0
135,66.7952,0.179,0.167534,0.00609715,0.599463,0
135,69.4825,0.1867,0.245369,0.0153317,0.733714,0
135,72.6398,0.2305,0.357865,0.0382759,0.833595,0
135,73.8188,0.2489,0.395404,0.0524204,0.867834,0
