Id,Time,y,d,b
73,6,50.54141,9.49137,-4.45909
73,11,97.94911,9.49137,-4.45909
73,16,147.41055,9.49137,-4.45909
73,21,189.91065,9.49137,-4.45909
73,26,253.48088,9.49137,-4.45909
73,31,288.05843,9.49137,-4.45909
73,36,347.19119,9.49137,-4.45909
73,41,391.45579,9.49137,-4.45909
73,46,431.62481,9.49137,-4.45909
74,1,16.63805,9.80523,0.99921
74,6,54.76109,9.80523,0.99921
74,11,118.61459,9.80523,0.99921
74,16,155.23668,9.80523,0.99921
74,21,202.60573,9.80523,0.99921
74,26,247.27931,9.80523,0.99921
74,31,303.28106,9.80523,0.99921
74,36,352.50425,9.80523,0.99921
74,41,404.21567,9.80523,0.99921
74,46,449.43706,9.80523,0.99921
75,1,23.68969,9.49305,3.33344
75,6,63.18532,9.49305,3.33344
75,11,107.52148,9.49305,3.33344
75,16,148.79512,9.49305,3.33344
75,21,197.79946,9.49305,3.33344
75,26,254.13806,9.49305,3.33344
75,31,302.83817,9.49305,3.33344
75,36,352.24783,9.49305,3.33344
75,41,386.02238,9.49305,3.33344
75,46,442.29193,9.49305,3.33344
76,1,14.16974,10.28936,5.34528
76,6,67.96791,10.28936,5.34528
76,11,117.72839,10.28936,5.34528
76,16,176.22829,10.28936,5.34528
76,21,228.89862,10.28936,5.34528
76,26,277.84998,10.28936,5.34528
76,31,319.87159,10.28936,5.34528
76,36,369.36093,10.28936,5.34528
76,41,419.59531,10.28936,5.34528
76,46,480.65182,10.28936,5.34528
77,1,15.61092,10.08865,0.41404
77,6,58.74659,10.08865,0.41404
77,11,113.16557,10.08865,0.41404
77,16,157.98002,10.08865,0.41404
77,21,219.40704,10.08865,0.41404
77,26,262.77647,10.08865,0.41404
77,31,311.56032,10.08865,0.41404
77,36,356.6324,10.08865,0.41404
77,41,419.71396,10.08865,0.41404
77,46,463.22314,10.08865,0.41404
78,1,5.72953,9.78007,3.04329
78,6,61.28004,9.78007,3.04329
78,11,113.00726,9.78007,3.04329
78,16,160.12635,9.78007,3.04329
78,21,205.30456,9.78007,3.04329
78,26,257.6738,9.78007,3.04329
78,31,305.84459,9.78007,3.04329
78,36,354.41065,9.78007,3.04329
78,41,413.13762,9.78007,3.04329
78,46,449.11917,9.78007,3.04329
79,1,8.7224,9.95564,-1.83753
79,6,60.38113,9.95564,-1.83753
79,11,104.48911,9.95564,-1.83753
79,16,156.70593,9.95564,-1.83753
79,21,207.90255,9.95564,-1.83753
79,26,252.34033,9.95564,-1.83753
79,31,302.50596,9.95564,-1.83753
79,36,364.32445,9.95564,-1.83753
79,41,398.03505,9.95564,-1.83753
79,46,455.4136,9.95564,-1.83753
80,1,12.60726,10.24848,1.24172
80,6,51.56841,10.24848,1.24172
80,11,117.7759,10.24848,1.24172
80,16,168.64082,10.24848,1.24172
80,21,214.73455,10.24848,1.24172
80,26,265.23731,10.24848,1.24172
80,31,327.19604,10.24848,1.24172
80,36,372.67133,10.24848,1.24172
80,41,423.11296,10.24848,1.24172
80,46,475.45862,10.24848,1.24172
81,1,13.61796,8.88358,1.44682
81,6,58.7669,8.88358,1.44682
81,11,106.71657,8.88358,1.44682
81,16,141.82485,8.88358,1.44682
81,21,180.31295,8.88358,1.44682
81,26,235.8025,8.88358,1.44682
81,31,278.29096,8.88358,1.44682
81,36,318.51161,8.88358,1.44682
81,41,357.40387,8.88358,1.44682
81,46,406.37491,8.88358,1.44682
82,1,21.21537,10.40186,2.31503
82,6,75.52598,10.40186,2.31503
82,11,124.05633,10.40186,2.31503
82,16,171.8708,10.40186,2.31503
82,21,215.05719,10.40186,2.31503
82,26,259.65378,10.40186,2.31503
82,31,317.07522,10.40186,2.31503
82,36,374.60002,10.40186,2.31503
82,41,428.89512,10.40186,2.31503
82,46,475.85797,10.40186,2.31503
83,1,7.4654,11.07998,4.39939
83,6,71.77887,11.07998,4.39939
83,11,127.35739,11.07998,4.39939
83,16,175.425,11.07998,4.39939
83,21,237.71368,11.07998,4.39939
83,26,299.44986,11.07998,4.39939
83,31,343.01086,11.07998,4.39939
83,36,403.93515,11.07998,4.39939
83,41,460.37564,11.07998,4.39939
83,46,507.36305,11.07998,4.39939
84,1,-1.83209,10.08996,-2.20559
84,6,54.2915,10.08996,-2.20559
84,11,103.25807,10.08996,-2.20559
84,16,162.0092,10.08996,-2.20559
84,21,216.72614,10.08996,-2.20559
84,26,255.01241,10.08996,-2.20559
84,31,303.62327,10.08996,-2.20559
84,36,355.98323,10.08996,-2.20559
84,41,407.27348,10.08996,-2.20559
84,46,461.34426,10.08996,-2.20559
85,1,16.03243,9.59573,-2.88658
85,6,58.15192,9.59573,-2.88658
85,11,104.64422,9.59573,-2.88658
85,16,157.26357,9.59573,-2.88658
85,21,197.78117,9.59573,-2.88658
85,26,244.36325,9.59573,-2.88658
85,31,294.00985,9.59573,-2.88658
85,36,347.02096,9.59573,-2.88658
85,41,387.48442,9.59573,-2.88658
85,46,432.28687,9.59573,-2.88658
86,1,14.70549,10.34641,4.72931
86,6,69.20584,10.34641,4.72931
86,11,111.51123,10.34641,4.72931
86,16,169.74595,10.34641,4.72931
86,21,224.24306,10.34641,4.72931
86,26,281.68686,10.34641,4.72931
86,31,324.81175,10.34641,4.72931
86,36,380.77436,10.34641,4.72931
86,41,433.05916,10.34641,4.72931
86,46,483.41958,10.34641,4.72931
87,1,11.68292,10.23981,0.85191
87,6,71.04639,10.23981,0.85191
87,11,109.25265,10.23981,0.85191
87,16,162.41528,10.23981,0.85191
87,21,216.25848,10.23981,0.85191
87,26,268.9334,10.23981,0.85191
87,31,324.84928,10.23981,0.85191
87,36,369.46949,10.23981,0.85191
87,41,416.35929,10.23981,0.85191
87,46,473.22046,10.23981,0.85191
88,1,4.13283,10.87556,1.23648
88,6,73.43724,10.87556,1.23648
88,11,119.01348,10.87556,1.23648
88,16,180.70262,10.87556,1.23648
88,21,228.99374,10.87556,1.23648
88,26,285.98034,10.87556,1.23648
88,31,342.52655,10.87556,1.23648
88,36,387.93548,10.87556,1.23648
88,41,446.27772,10.87556,1.23648
88,46,496.01122,10.87556,1.23648
89,1,24.80833,10.69474,-2.19169
89,6,57.43164,10.69474,-2.19169
89,11,104.15712,10.69474,-2.19169
89,16,163.0676,10.69474,-2.19169
89,21,219.09148,10.69474,-2.19169
89,26,281.96183,10.69474,-2.19169
89,31,325.63802,10.69474,-2.19169
89,36,388.42143,10.69474,-2.19169
89,41,433.47956,10.69474,-2.19169
89,46,491.24417,10.69474,-2.19169
90,1,16.89253,9.54549,7.52211
90,6,65.41883,9.54549,7.52211
90,11,113.36425,9.54549,7.52211
90,16,163.81889,9.54549,7.52211
90,21,216.89924,9.54549,7.52211
90,26,257.17803,9.54549,7.52211
90,31,306.38787,9.54549,7.52211
90,36,350.03384,9.54549,7.52211
90,41,398.78045,9.54549,7.52211
90,46,447.32714,9.54549,7.52211
91,1,8.8954,10.06238,0.92997
91,6,64.70212,10.06238,0.92997
91,11,103.92593,10.06238,0.92997
91,16,153.57956,10.06238,0.92997
91,21,217.6481,10.06238,0.92997
91,26,265.80479,10.06238,0.92997
91,31,316.75471,10.06238,0.92997
91,36,362.06758,10.06238,0.92997
91,41,410.41665,10.06238,0.92997
91,46,462.08256,10.06238,0.92997
92,1,11.16194,10.33979,0.16122
92,6,60.28397,10.33979,0.16122
92,11,116.13071,10.33979,0.16122
92,16,162.90839,10.33979,0.16122
92,21,219.50862,10.33979,0.16122
92,26,274.00917,10.33979,0.16122
92,31,310.21331,10.33979,0.16122
92,36,376.02216,10.33979,0.16122
92,41,423.66157,10.33979,0.16122
92,46,483.39883,10.33979,0.16122
93,1,17.28075,9.8084,1.26437
93,6,63.61907,9.8084,1.26437
93,11,119.88077,9.8084,1.26437
93,16,161.14965,9.8084,1.26437
93,21,203.00842,9.8084,1.26437
93,26,257.99341,9.8084,1.26437
93,31,297.67106,9.8084,1.26437
93,36,360.45387,9.8084,1.26437
93,41,401.04875,9.8084,1.26437
93,46,448.71697,9.8084,1.26437
94,1,12.61884,10.35043,3.48319
94,6,57.67129,10.35043,3.48319
94,11,115.59261,10.35043,3.48319
94,16,166.85237,10.35043,3.48319
94,21,215.66401,10.35043,3.48319
94,26,274.0815,10.35043,3.48319
94,31,325.90984,10.35043,3.48319
94,36,386.6306,10.35043,3.48319
94,41,425.84655,10.35043,3.48319
94,46,478.41097,10.35043,3.48319
95,1,12.38669,9.20855,0.51409
95,6,49.05288,9.20855,0.51409
95,11,106.52487,9.20855,0.51409
95,16,136.30176,9.20855,0.51409
95,21,203.16631,9.20855,0.51409
95,26,241.13996,9.20855,0.51409
95,31,287.51045,9.20855,0.51409
95,36,324.96002,9.20855,0.51409
95,41,371.01009,9.20855,0.51409
95,46,417.99845,9.20855,0.51409
96,1,13.99388,9.32875,2.06562
96,6,62.17702,9.32875,2.06562
96,11,109.61696,9.32875,2.06562
96,16,152.26359,9.32875,2.06562
96,21,205.62366,9.32875,2.06562
96,26,245.7941,9.32875,2.06562
96,31,293.26883,9.32875,2.06562
96,36,330.35539,9.32875,2.06562
96,41,389.19239,9.32875,2.06562
96,46,435.29109,9.32875,2.06562
97,1,1.82094,10.41389,2.0398
97,6,54.92708,10.41389,2.0398
97,11,123.77528,10.41389,2.0398
97,16,177.11321,10.41389,2.0398
97,21,215.82947,10.41389,2.0398
97,26,272.26609,10.41389,2.0398
97,31,334.34658,10.41389,2.0398
97,36,370.15637,10.41389,2.0398
97,41,429.2262,10.41389,2.0398
97,46,487.1124,10.41389,2.0398
98,1,10.1311,9.04039,-3.2531
98,6,51.81086,9.04039,-3.2531
98,11,91.72278,9.04039,-3.2531
98,16,135.42419,9.04039,-3.2531
98,21,183.27803,9.04039,-3.2531
98,26,238.72622,9.04039,-3.2531
98,31,285.96755,9.04039,-3.2531
98,36,323.61565,9.04039,-3.2531
98,41,369.36636,9.04039,-3.2531
98,46,411.28122,9.04039,-3.2531
99,1,12.88909,10.08216,2.73752
99,6,63.83888,10.08216,2.73752
99,11,112.50821,10.08216,2.73752
99,16,159.92908,10.08216,2.73752
99,21,215.0093,10.08216,2.73752
99,26,272.68967,10.08216,2.73752
99,31,311.48972,10.08216,2.73752
99,36,359.64644,10.08216,2.73752
99,41,409.50438,10.08216,2.73752
99,46,467.6902,10.08216,2.73752
100,1,22.97827,10.06084,1.02776
100,6,58.99547,10.06084,1.02776
100,11,110.48212,10.06084,1.02776
100,16,155.47308,10.06084,1.02776
100,21,214.83646,10.06084,1.02776
100,26,264.41011,10.06084,1.02776
100,31,315.71207,10.06084,1.02776
100,36,361.67187,10.06084,1.02776
100,41,414.96188,10.06084,1.02776
100,46,468.70517,10.06084,1.02776
101,1,22.44035,9.76027,5.75587
101,6,59.8466,9.76027,5.75587
101,11,108.41093,9.76027,5.75587
101,16,159.54416,9.76027,5.75587
101,21,219.73534,9.76027,5.75587
101,26,258.39411,9.76027,5.75587
101,31,312.25917,9.76027,5.75587
101,36,362.41849,9.76027,5.75587
101,41,416.64972,9.76027,5.75587
101,46,457.11188,9.76027,5.75587
102,1,15.04036,9.55291,3.76969
102,6,66.47296,9.55291,3.76969
102,11,107.80931,9.55291,3.76969
102,16,149.82837,9.55291,3.76969
102,21,196.13129,9.55291,3.76969
102,26,251.66729,9.55291,3.76969
102,31,299.54207,9.55291,3.76969
102,36,350.11304,9.55291,3.76969
102,41,391.89154,9.55291,3.76969
102,46,438.54557,9.55291,3.76969
103,1,18.30402,10.53858,1.6871
103,6,70.16642,10.53858,1.6871
103,11,123.71685,10.53858,1.6871
103,16,167.09631,10.53858,1.6871
103,21,223.03127,10.53858,1.6871
103,26,273.00211,10.53858,1.6871
103,31,333.69997,10.53858,1.6871
103,36,375.49664,10.53858,1.6871
103,41,428.54048,10.53858,1.6871
103,46,490.11723,10.53858,1.6871
104,1,11.69973,10.52478,3.43133
104,6,60.89195,10.52478,3.43133
104,11,114.86901,10.52478,3.43133
104,16,157.08818,10.52478,3.43133
104,21,225.34442,10.52478,3.43133
104,26,286.28581,10.52478,3.43133
104,31,327.48682,10.52478,3.43133
104,36,386.32648,10.52478,3.43133
104,41,431.9215,10.52478,3.43133
104,46,489.38905,10.52478,3.43133
105,1,9.15943,9.43119,0.09745
105,6,60.14002,9.43119,0.09745
105,11,102.28875,9.43119,0.09745
105,16,143.4733,9.43119,0.09745
105,21,204.9086,9.43119,0.09745
105,26,237.47937,9.43119,0.09745
105,31,295.51861,9.43119,0.09745
105,36,344.06249,9.43119,0.09745
105,41,383.79967,9.43119,0.09745
105,46,431.23992,9.43119,0.09745
106,1,6.28545,10.34554,0.85232
106,6,60.44907,10.34554,0.85232
106,11,116.40558,10.34554,0.85232
106,16,163.92256,10.34554,0.85232
106,21,216.86182,10.34554,0.85232
106,26,274.66119,10.34554,0.85232
106,31,323.07568,10.34554,0.85232
106,36,370.66642,10.34554,0.85232
106,41,428.58647,10.34554,0.85232
106,46,470.4662,10.34554,0.85232
107,1,7.99275,9.75235,-0.96496
107,6,47.64852,9.75235,-0.96496
107,11,107.30643,9.75235,-0.96496
107,16,156.37171,9.75235,-0.96496
107,21,215.77831,9.75235,-0.96496
107,26,251.94532,9.75235,-0.96496
107,31,305.20658,9.75235,-0.96496
107,36,354.41516,9.75235,-0.96496
107,41,389.71545,9.75235,-0.96496
107,46,446.89053,9.75235,-0.96496
108,1,11.62436,9.00994,0.68214
108,6,56.61858,9.00994,0.68214
108,11,97.06345,9.00994,0.68214
108,16,142.12,9.00994,0.68214
108,21,185.61812,9.00994,0.68214
108,26,231.01368,9.00994,0.68214
108,31,282.76408,9.00994,0.68214
108,36,324.22053,9.00994,0.68214
108,41,363.4913,9.00994,0.68214
108,46,418.59576,9.00994,0.68214
109,1,11.2878,10.18768,1.77291
109,6,64.30863,10.18768,1.77291
109,11,113.88879,10.18768,1.77291
109,16,169.57101,10.18768,1.77291
109,21,215.732,10.18768,1.77291
109,26,270.05745,10.18768,1.77291
109,31,318.01454,10.18768,1.77291
109,36,363.5422,10.18768,1.77291
109,41,411.2568,10.18768,1.77291
109,46,470.30057,10.18768,1.77291
110,1,8.96039,10.14096,0.73088
110,6,69.44059,10.14096,0.73088
110,11,108.61324,10.14096,0.73088
110,16,154.80014,10.14096,0.73088
110,21,211.4328,10.14096,0.73088
110,26,257.91268,10.14096,0.73088
110,31,312.61767,10.14096,0.73088
110,36,366.24931,10.14096,0.73088
110,41,420.1725,10.14096,0.73088
110,46,467.43738,10.14096,0.73088
111,1,24.12466,10.78639,0.23542
111,6,58.43082,10.78639,0.23542
111,11,117.00288,10.78639,0.23542
111,16,179.07083,10.78639,0.23542
111,21,225.58111,10.78639,0.23542
111,26,277.26827,10.78639,0.23542
111,31,334.26024,10.78639,0.23542
111,36,394.76009,10.78639,0.23542
111,41,436.01027,10.78639,0.23542
111,46,507.29514,10.78639,0.23542
112,1,21.47206,9.34771,6.24114
112,6,65.27415,9.34771,6.24114
112,11,108.57769,9.34771,6.24114
112,16,160.51309,9.34771,6.24114
112,21,200.23756,9.34771,6.24114
112,26,250.96397,9.34771,6.24114
112,31,301.29091,9.34771,6.24114
112,36,354.39971,9.34771,6.24114
112,41,386.49634,9.34771,6.24114
112,46,435.50365,9.34771,6.24114
113,1,13.55308,10.29468,3.35329
113,6,66.31864,10.29468,3.35329
113,11,122.63201,10.29468,3.35329
113,16,163.13822,10.29468,3.35329
113,21,216.56646,10.29468,3.35329
113,26,270.37971,10.29468,3.35329
113,31,321.6726,10.29468,3.35329
113,36,374.54041,10.29468,3.35329
113,41,429.62468,10.29468,3.35329
113,46,478.32279,10.29468,3.35329
114,1,10.41638,10.11973,0.96205
114,6,59.76084,10.11973,0.96205
114,11,110.99756,10.11973,0.96205
114,16,168.36453,10.11973,0.96205
114,21,215.51549,10.11973,0.96205
114,26,261.57253,10.11973,0.96205
114,31,319.88704,10.11973,0.96205
114,36,361.77547,10.11973,0.96205
114,41,418.23167,10.11973,0.96205
114,46,469.27604,10.11973,0.96205
115,1,6.02873,9.80804,0.73384
115,6,53.51765,9.80804,0.73384
115,11,108.30357,9.80804,0.73384
115,16,153.88945,9.80804,0.73384
115,21,204.77744,9.80804,0.73384
115,26,253.88997,9.80804,0.73384
115,31,302.21593,9.80804,0.73384
115,36,361.06656,9.80804,0.73384
115,41,396.5706,9.80804,0.73384
115,46,444.90739,9.80804,0.73384
116,1,7.64845,9.39356,-0.80526
116,6,58.84985,9.39356,-0.80526
116,11,106.95486,9.39356,-0.80526
116,16,150.43301,9.39356,-0.80526
116,21,198.30093,9.39356,-0.80526
116,26,250.58706,9.39356,-0.80526
116,31,294.27626,9.39356,-0.80526
116,36,337.85226,9.39356,-0.80526
116,41,382.26502,9.39356,-0.80526
116,46,430.23471,9.39356,-0.80526
117,1,20.51659,10.32938,0.62406
117,6,63.63349,10.32938,0.62406
117,11,109.31552,10.32938,0.62406
117,16,179.8417,10.32938,0.62406
117,21,218.2179,10.32938,0.62406
117,26,258.37775,10.32938,0.62406
117,31,317.99228,10.32938,0.62406
117,36,372.14407,10.32938,0.62406
117,41,429.80358,10.32938,0.62406
117,46,478.49353,10.32938,0.62406
118,1,8.41048,10.10332,4.82526
118,6,68.24239,10.10332,4.82526
118,11,109.98743,10.10332,4.82526
118,16,160.84373,10.10332,4.82526
118,21,214.5779,10.10332,4.82526
118,26,270.75589,10.10332,4.82526
118,31,314.01878,10.10332,4.82526
118,36,362.63973,10.10332,4.82526
118,41,420.85444,10.10332,4.82526
118,46,469.01412,10.10332,4.82526
119,1,7.31414,10.27972,-1.60724
119,6,67.54374,10.27972,-1.60724
119,11,105.4671,10.27972,-1.60724
119,16,162.98774,10.27972,-1.60724
119,21,206.73727,10.27972,-1.60724
119,26,268.88092,10.27972,-1.60724
119,31,323.2161,10.27972,-1.60724
119,36,373.81237,10.27972,-1.60724
119,41,417.05164,10.27972,-1.60724
119,46,465.64898,10.27972,-1.60724
120,1,13.83762,10.74726,0.45666
120,6,66.53669,10.74726,0.45666
120,11,110.18786,10.74726,0.45666
120,16,172.89852,10.74726,0.45666
120,21,225.60835,10.74726,0.45666
120,26,279.95665,10.74726,0.45666
120,31,332.04995,10.74726,0.45666
120,36,384.7341,10.74726,0.45666
120,41,440.27399,10.74726,0.45666
120,46,499.47796,10.74726,0.45666
121,1,15.3341,10.15964,2.05348
121,6,67.85034,10.15964,2.05348
121,11,118.42371,10.15964,2.05348
121,16,161.96888,10.15964,2.05348
121,21,213.80108,10.15964,2.05348
121,26,259.23589,10.15964,2.05348
121,31,326.51555,10.15964,2.05348
121,36,366.067,10.15964,2.05348
121,41,427.38085,10.15964,2.05348
121,46,466.42095,10.15964,2.05348
122,1,16.3646,10.4839,2.24839
122,6,63.00131,10.4839,2.24839
122,11,115.75982,10.4839,2.24839
122,16,164.37636,10.4839,2.24839
122,21,225.12948,10.4839,2.24839
122,26,280.52674,10.4839,2.24839
122,31,332.16381,10.4839,2.24839
122,36,376.28569,10.4839,2.24839
122,41,428.73605,10.4839,2.24839
122,46,490.57601,10.4839,2.24839
123,1,17.08602,9.78495,2.45292
123,6,69.63724,9.78495,2.45292
123,11,114.17301,9.78495,2.45292
123,16,170.79876,9.78495,2.45292
123,21,209.01432,9.78495,2.45292
123,26,257.94355,9.78495,2.45292
123,31,299.50685,9.78495,2.45292
123,36,360.30903,9.78495,2.45292
123,41,400.92647,9.78495,2.45292
123,46,461.76348,9.78495,2.45292
124,1,14.10026,10.84746,2.93926
124,6,68.77924,10.84746,2.93926
124,11,115.06078,10.84746,2.93926
124,16,188.35408,10.84746,2.93926
124,21,221.01696,10.84746,2.93926
124,26,276.93528,10.84746,2.93926
124,31,341.20601,10.84746,2.93926
124,36,393.73136,10.84746,2.93926
124,41,455.31202,10.84746,2.93926
124,46,497.98617,10.84746,2.93926
125,1,17.0066,10.07552,1.12542
125,6,61.37251,10.07552,1.12542
125,11,107.20743,10.07552,1.12542
125,16,158.47585,10.07552,1.12542
125,21,211.8758,10.07552,1.12542
125,26,264.98153,10.07552,1.12542
125,31,307.37008,10.07552,1.12542
125,36,366.81905,10.07552,1.12542
125,41,411.4906,10.07552,1.12542
125,46,456.63395,10.07552,1.12542
126,1,13.05858,9.9794,3.32226
126,6,58.99064,9.9794,3.32226
126,11,114.90972,9.9794,3.32226
126,16,161.50084,9.9794,3.32226
126,21,208.57403,9.9794,3.32226
126,26,260.78148,9.9794,3.32226
126,31,304.17019,9.9794,3.32226
126,36,366.82312,9.9794,3.32226
126,41,406.92829,9.9794,3.32226
126,46,456.63444,9.9794,3.32226
127,1,6.61071,9.5792,0.90277
127,6,61.98037,9.5792,0.90277
127,11,98.7259,9.5792,0.90277
127,16,150.46983,9.5792,0.90277
127,21,206.1487,9.5792,0.90277
127,26,257.66993,9.5792,0.90277
127,31,301.86727,9.5792,0.90277
127,36,347.99298,9.5792,0.90277
127,41,392.96436,9.5792,0.90277
127,46,434.54292,9.5792,0.90277
128,1,-5.27943,10.36024,-0.5485
128,6,55.2191,10.36024,-0.5485
128,11,114.82877,10.36024,-0.5485
128,16,170.46539,10.36024,-0.5485
128,21,212.39254,10.36024,-0.5485
128,26,277.72624,10.36024,-0.5485
128,31,320.80639,10.36024,-0.5485
128,36,366.27943,10.36024,-0.5485
128,41,433.15292,10.36024,-0.5485
128,46,479.45048,10.36024,-0.5485
129,1,4.22788,9.36062,-5.03647
129,6,58.12188,9.36062,-5.03647
129,11,96.62639,9.36062,-5.03647
129,16,142.06543,9.36062,-5.03647
129,21,183.86736,9.36062,-5.03647
129,26,237.39863,9.36062,-5.03647
129,31,280.53482,9.36062,-5.03647
129,36,338.55412,9.36062,-5.03647
129,41,377.04097,9.36062,-5.03647
129,46,424.20601,9.36062,-5.03647
130,1,22.8738,10.69947,0.96149
130,6,65.56806,10.69947,0.96149
130,11,114.09864,10.69947,0.96149
130,16,171.01804,10.69947,0.96149
130,21,225.67252,10.69947,0.96149
130,26,278.62664,10.69947,0.96149
130,31,329.46286,10.69947,0.96149
130,36,384.99049,10.69947,0.96149
130,41,433.68933,10.69947,0.96149
130,46,483.82242,10.69947,0.96149
131,1,22.17159,10.04098,5.48514
131,6,54.57078,10.04098,5.48514
131,11,114.46686,10.04098,5.48514
131,16,164.75904,10.04098,5.48514
131,21,218.72743,10.04098,5.48514
131,26,260.5504,10.04098,5.48514
131,31,314.47839,10.04098,5.48514
131,36,366.64535,10.04098,5.48514
131,41,421.70726,10.04098,5.48514
131,46,469.64106,10.04098,5.48514
132,1,4.54419,8.88398,3.65819
132,6,65.63316,8.88398,3.65819
132,11,99.76353,8.88398,3.65819
132,16,139.62126,8.88398,3.65819
132,21,193.13536,8.88398,3.65819
132,26,232.334,8.88398,3.65819
132,31,280.47772,8.88398,3.65819
132,36,327.95608,8.88398,3.65819
132,41,374.59263,8.88398,3.65819
132,46,412.12625,8.88398,3.65819
133,1,12.92834,10.86711,-2.19919
133,6,71.79191,10.86711,-2.19919
133,11,119.28543,10.86711,-2.19919
133,16,167.44211,10.86711,-2.19919
133,21,221.45297,10.86711,-2.19919
133,26,269.23909,10.86711,-2.19919
133,31,339.12297,10.86711,-2.19919
133,36,393.25234,10.86711,-2.19919
133,41,446.28742,10.86711,-2.19919
133,46,493.57672,10.86711,-2.19919
134,1,20.08303,10.87884,2.70417
134,6,55.99466,10.87884,2.70417
134,11,126.71403,10.87884,2.70417
134,16,178.74737,10.87884,2.70417
134,21,231.15741,10.87884,2.70417
134,26,286.82456,10.87884,2.70417
134,31,338.18488,10.87884,2.70417
134,36,397.84485,10.87884,2.70417
134,41,445.60019,10.87884,2.70417
134,46,504.15271,10.87884,2.70417
135,1,15.53843,8.80174,3.60001
135,6,58.503,8.80174,3.60001
135,11,104.62178,8.80174,3.60001
135,16,156.34794,8.80174,3.60001
135,21,190.86849,8.80174,3.60001
135,26,229.32507,8.80174,3.60001
135,31,279.97125,8.80174,3.60001
135,36,318.71059,8.80174,3.60001
135,41,365.56139,8.80174,3.60001
135,46,415.81335,8.80174,3.60001
136,1,10.52562,10.20925,2.25467
136,6,59.36332,10.20925,2.25467
136,11,120.88426,10.20925,2.25467
136,16,168.145,10.20925,2.25467
136,21,215.69198,10.20925,2.25467
136,26,261.78749,10.20925,2.25467
136,31,319.35104,10.20925,2.25467
136,36,363.79514,10.20925,2.25467
136,41,420.4192,10.20925,2.25467
136,46,466.38262,10.20925,2.25467
137,1,9.98201,9.58531,0.22468
137,6,64.16389,9.58531,0.22468
137,11,107.35004,9.58531,0.22468
137,16,150.14928,9.58531,0.22468
137,21,206.39968,9.58531,0.22468
137,26,250.94311,9.58531,0.22468
137,31,311.64902,9.58531,0.22468
137,36,351.21005,9.58531,0.22468
137,41,401.23475,9.58531,0.22468
137,46,439.79833,9.58531,0.22468
138,1,7.88426,10.64273,1.06881
138,6,63.95303,10.64273,1.06881
138,11,122.45797,10.64273,1.06881
138,16,166.34429,10.64273,1.06881
138,21,228.32689,10.64273,1.06881
138,26,285.59634,10.64273,1.06881
138,31,330.38958,10.64273,1.06881
138,36,385.14175,10.64273,1.06881
138,41,435.48178,10.64273,1.06881
138,46,490.64469,10.64273,1.06881
139,1,2.10123,9.90278,-0.53092
139,6,53.55257,9.90278,-0.53092
139,11,102.91616,9.90278,-0.53092
139,16,149.48164,9.90278,-0.53092
139,21,208.28401,9.90278,-0.53092
139,26,259.50093,9.90278,-0.53092
139,31,297.67804,9.90278,-0.53092
139,36,356.08541,9.90278,-0.53092
139,41,411.195,9.90278,-0.53092
139,46,450.73894,9.90278,-0.53092
140,1,-2.54014,9.46668,-1.90826
140,6,49.15179,9.46668,-1.90826
140,11,103.83695,9.46668,-1.90826
140,16,155.34591,9.46668,-1.90826
140,21,205.98568,9.46668,-1.90826
140,26,246.2948,9.46668,-1.90826
140,31,292.88606,9.46668,-1.90826
140,36,342.97472,9.46668,-1.90826
140,41,388.84711,9.46668,-1.90826
140,46,430.74927,9.46668,-1.90826
141,1,8.48317,9.426,-3.03942
141,6,54.52139,9.426,-3.03942
141,11,100.06403,9.426,-3.03942
141,16,146.74109,9.426,-3.03942
141,21,195.00352,9.426,-3.03942
141,26,240.05271,9.426,-3.03942
141,31,295.30028,9.426,-3.03942
141,36,328.01349,9.426,-3.03942
141,41,377.61458,9.426,-3.03942
141,46,424.83446,9.426,-3.03942
142,1,8.96648,10.10048,1.83864
142,6,60.87631,10.10048,1.83864
142,11,113.57869,10.10048,1.83864
142,16,164.53247,10.10048,1.83864
142,21,217.90529,10.10048,1.83864
142,26,267.63858,10.10048,1.83864
142,31,321.61021,10.10048,1.83864
142,36,362.88138,10.10048,1.83864
142,41,404.97638,10.10048,1.83864
142,46,468.68516,10.10048,1.83864
143,1,3.39307,9.84348,-0.18906
143,6,63.5786,9.84348,-0.18906
143,11,114.77901,9.84348,-0.18906
143,16,155.0708,9.84348,-0.18906
143,21,203.85692,9.84348,-0.18906
143,26,253.14581,9.84348,-0.18906
143,31,302.33547,9.84348,-0.18906
143,36,364.24855,9.84348,-0.18906
143,41,389.60404,9.84348,-0.18906
143,46,445.50407,9.84348,-0.18906
144,1,10.18126,10.47068,-1.50454
144,6,58.32104,10.47068,-1.50454
144,11,115.43575,10.47068,-1.50454
144,16,173.31237,10.47068,-1.50454
144,21,217.82894,10.47068,-1.50454
144,26,275.80265,10.47068,-1.50454
144,31,333.39796,10.47068,-1.50454
144,36,381.16843,10.47068,-1.50454
144,41,428.691,10.47068,-1.50454
144,46,479.22891,10.47068,-1.50454
145,1,3.33437,9.70015,1.48605
145,6,64.52561,9.70015,1.48605
145,11,116.28896,9.70015,1.48605
145,16,155.55403,9.70015,1.48605
145,21,204.37193,9.70015,1.48605
145,26,250.5597,9.70015,1.48605
145,31,293.80912,9.70015,1.48605
145,36,350.88629,9.70015,1.48605
145,41,394.27441,9.70015,1.48605
